datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
8/9/2025 12:00:00 PM,8/9/2025 8:00:00 AM,RFC,MIDATL,PEP,SMECO,311.109,True
8/9/2025 12:00:00 PM,8/9/2025 8:00:00 AM,RFC,MIDATL,PL,UGI,99.033,True
8/9/2025 12:00:00 PM,8/9/2025 8:00:00 AM,RFC,MIDATL,AE,VMEU,66.046,True
8/9/2025 12:00:00 PM,8/9/2025 8:00:00 AM,RTO,RTO,RTO,RTO,85828.801,False
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,884.409,False
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,WEST,AEP,AEPAPT,3630.073,True
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,WEST,AEP,AEPIMP,3628.863,True
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,WEST,AEP,AEPKPT,583.465,True
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,WEST,AEP,AEPOPT,8047.655,True
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,WEST,AP,AP,5052.270,True
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,MIDATL,BC,BC,3051.048,True
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,WEST,CE,CE,13536.957,True
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,WEST,DAY,DAY,2127.962,False
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,WEST,DEOK,DEOK,3314.315,False
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,SERC,SOUTH,DOM,DOM,13882.751,False
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,MIDATL,DPL,DPLCO,1848.321,False
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,WEST,DUQ,DUQ,1533.689,False
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,MIDATL,DPL,EASTON,25.057,True
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,SERC,WEST,EKPC,EKPC,1587.384,True
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,MIDATL,JC,JC,2051.742,True
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,MIDATL,ME,ME,1539.216,True
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,WEST,ATSI,OE,7716.374,True
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,WEST,OVEC,OVEC,32.000,True
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,WEST,ATSI,PAPWR,499.483,True
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,MIDATL,PE,PE,3977.331,True
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,2417.216,False
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,MIDATL,PL,PLCO,4217.825,False
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,MIDATL,PN,PN,1747.852,True
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,MIDATL,PS,PS,4048.289,True
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,MIDATL,RECO,RECO,145.573,False
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,MIDATL,PEP,SMECO,339.193,True
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,MIDATL,PL,UGI,106.858,True
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RFC,MIDATL,AE,VMEU,64.174,True
8/9/2025 1:00:00 PM,8/9/2025 9:00:00 AM,RTO,RTO,RTO,RTO,91637.345,False
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,885.996,False
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,WEST,AEP,AEPAPT,3867.611,True
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,WEST,AEP,AEPIMP,3874.421,True
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,WEST,AEP,AEPKPT,632.328,True
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,WEST,AEP,AEPOPT,8590.192,True
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,WEST,AP,AP,5377.165,True
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,MIDATL,BC,BC,3204.872,True
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,WEST,CE,CE,14758.246,True
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,WEST,DAY,DAY,2325.221,False
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,WEST,DEOK,DEOK,3615.786,False
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,SERC,SOUTH,DOM,DOM,14579.252,False
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,MIDATL,DPL,DPLCO,1954.184,False
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,WEST,DUQ,DUQ,1639.195,False
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,MIDATL,DPL,EASTON,26.261,True
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,SERC,WEST,EKPC,EKPC,1694.545,True
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,MIDATL,JC,JC,2164.950,True
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,MIDATL,ME,ME,1613.776,True
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,WEST,ATSI,OE,8387.731,True
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,WEST,OVEC,OVEC,33.000,True
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,WEST,ATSI,PAPWR,541.500,True
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,MIDATL,PE,PE,4229.936,True
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,2514.327,False
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,MIDATL,PL,PLCO,4424.651,False
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,MIDATL,PN,PN,1849.861,True
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,MIDATL,PS,PS,4174.450,True
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,MIDATL,RECO,RECO,157.264,False
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,MIDATL,PEP,SMECO,364.670,True
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,MIDATL,PL,UGI,115.004,True
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RFC,MIDATL,AE,VMEU,64.125,True
8/9/2025 2:00:00 PM,8/9/2025 10:00:00 AM,RTO,RTO,RTO,RTO,97660.520,False
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,923.941,False
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,WEST,AEP,AEPAPT,4079.519,True
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,WEST,AEP,AEPIMP,4038.727,True
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,WEST,AEP,AEPKPT,684.147,True
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,WEST,AEP,AEPOPT,9140.770,True
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,WEST,AP,AP,5759.879,True
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,MIDATL,BC,BC,3329.352,True
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,WEST,CE,CE,15843.876,True
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,WEST,DAY,DAY,2487.828,False
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,WEST,DEOK,DEOK,3899.378,False
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,SERC,SOUTH,DOM,DOM,15238.445,False
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,MIDATL,DPL,DPLCO,2035.455,False
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,WEST,DUQ,DUQ,1746.319,False
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,MIDATL,DPL,EASTON,27.641,True
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,SERC,WEST,EKPC,EKPC,1914.509,True
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,MIDATL,JC,JC,2297.798,True
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,MIDATL,ME,ME,1687.880,True
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,WEST,ATSI,OE,8946.931,True
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,WEST,OVEC,OVEC,31.000,True
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,WEST,ATSI,PAPWR,588.356,True
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,MIDATL,PE,PE,4441.910,True
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,2615.414,False
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,MIDATL,PL,PLCO,4605.294,False
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,MIDATL,PN,PN,1942.862,True
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,MIDATL,PS,PS,4373.930,True
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,MIDATL,RECO,RECO,168.453,False
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,MIDATL,PEP,SMECO,387.824,True
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,MIDATL,PL,UGI,120.626,True
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RFC,MIDATL,AE,VMEU,66.983,True
8/9/2025 3:00:00 PM,8/9/2025 11:00:00 AM,RTO,RTO,RTO,RTO,103425.047,False
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,957.337,False
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,WEST,AEP,AEPAPT,4298.185,True
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,WEST,AEP,AEPIMP,4115.889,True
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,WEST,AEP,AEPKPT,721.542,True
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,WEST,AEP,AEPOPT,9612.376,True
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,WEST,AP,AP,6062.428,True
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,MIDATL,BC,BC,3451.864,True
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,WEST,CE,CE,16697.121,True
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,WEST,DAY,DAY,2647.407,False
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,WEST,DEOK,DEOK,4134.228,False
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,SERC,SOUTH,DOM,DOM,15819.733,False
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,MIDATL,DPL,DPLCO,2116.747,False
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,WEST,DUQ,DUQ,1869.935,False
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,MIDATL,DPL,EASTON,29.033,True
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,SERC,WEST,EKPC,EKPC,2080.295,True
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,MIDATL,JC,JC,2468.323,True
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,MIDATL,ME,ME,1760.379,True
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,WEST,ATSI,OE,9388.028,True
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,WEST,OVEC,OVEC,31.000,True
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,WEST,ATSI,PAPWR,620.342,True
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,MIDATL,PE,PE,4630.506,True
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,2660.583,False
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,MIDATL,PL,PLCO,4761.908,False
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,MIDATL,PN,PN,2013.022,True
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,MIDATL,PS,PS,4587.541,True
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,MIDATL,RECO,RECO,182.471,False
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,MIDATL,PEP,SMECO,410.406,True
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,MIDATL,PL,UGI,126.430,True
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RFC,MIDATL,AE,VMEU,69.897,True
8/9/2025 4:00:00 PM,8/9/2025 12:00:00 PM,RTO,RTO,RTO,RTO,108324.956,False
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,1007.630,False
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,WEST,AEP,AEPAPT,4516.029,True
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,WEST,AEP,AEPIMP,4250.403,True
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,WEST,AEP,AEPKPT,762.189,True
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,WEST,AEP,AEPOPT,9983.861,True
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,WEST,AP,AP,6337.083,True
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,MIDATL,BC,BC,3562.303,True
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,WEST,CE,CE,17334.511,True
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,WEST,DAY,DAY,2749.558,False
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,WEST,DEOK,DEOK,4270.063,False
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,SERC,SOUTH,DOM,DOM,16329.216,False
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,MIDATL,DPL,DPLCO,2199.333,False
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,WEST,DUQ,DUQ,1928.717,False
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,MIDATL,DPL,EASTON,30.158,True
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,SERC,WEST,EKPC,EKPC,2201.521,True
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,MIDATL,JC,JC,2680.602,True
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,MIDATL,ME,ME,1807.161,True
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,WEST,ATSI,OE,9879.482,True
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,WEST,OVEC,OVEC,46.000,True
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,WEST,ATSI,PAPWR,662.673,True
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,MIDATL,PE,PE,4823.936,True
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,2725.006,False
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,MIDATL,PL,PLCO,4923.103,False
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,MIDATL,PN,PN,2060.591,True
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,MIDATL,PS,PS,4858.894,True
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,MIDATL,RECO,RECO,198.043,False
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,MIDATL,PEP,SMECO,431.392,True
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,MIDATL,PL,UGI,130.855,True
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RFC,MIDATL,AE,VMEU,76.185,True
8/9/2025 5:00:00 PM,8/9/2025 1:00:00 PM,RTO,RTO,RTO,RTO,112766.498,False
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,1112.382,False
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,WEST,AEP,AEPAPT,4713.028,True
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,WEST,AEP,AEPIMP,4445.800,True
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,WEST,AEP,AEPKPT,793.611,True
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,WEST,AEP,AEPOPT,10271.649,True
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,WEST,AP,AP,6535.390,True
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,MIDATL,BC,BC,3729.159,True
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,WEST,CE,CE,17841.696,True
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,WEST,DAY,DAY,2811.586,False
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,WEST,DEOK,DEOK,4400.088,False
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,SERC,SOUTH,DOM,DOM,16789.938,False
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,MIDATL,DPL,DPLCO,2309.562,False
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,WEST,DUQ,DUQ,2016.656,False
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,MIDATL,DPL,EASTON,31.622,True
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,SERC,WEST,EKPC,EKPC,2226.965,True
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,MIDATL,JC,JC,2940.844,True
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,MIDATL,ME,ME,1882.793,True
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,WEST,ATSI,OE,10224.511,True
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,WEST,OVEC,OVEC,40.000,True
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,WEST,ATSI,PAPWR,678.182,True
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,MIDATL,PE,PE,5033.654,True
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,2793.140,False
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,MIDATL,PL,PLCO,5083.835,False
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,MIDATL,PN,PN,2118.998,True
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,MIDATL,PS,PS,5198.594,True
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,MIDATL,RECO,RECO,216.574,False
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,MIDATL,PEP,SMECO,457.700,True
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,MIDATL,PL,UGI,137.152,True
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RFC,MIDATL,AE,VMEU,81.111,True
8/9/2025 6:00:00 PM,8/9/2025 2:00:00 PM,RTO,RTO,RTO,RTO,116916.220,False
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,1244.491,False
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,WEST,AEP,AEPAPT,4832.638,True
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,WEST,AEP,AEPIMP,4529.928,True
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,WEST,AEP,AEPKPT,811.593,True
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,WEST,AEP,AEPOPT,10497.420,True
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,WEST,AP,AP,6759.032,True
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,MIDATL,BC,BC,3897.997,True
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,WEST,CE,CE,18304.462,True
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,WEST,DAY,DAY,2879.424,False
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,WEST,DEOK,DEOK,4496.857,False
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,SERC,SOUTH,DOM,DOM,17185.791,False
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,MIDATL,DPL,DPLCO,2433.948,False
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,WEST,DUQ,DUQ,2114.839,False
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,MIDATL,DPL,EASTON,33.090,True
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,SERC,WEST,EKPC,EKPC,2324.221,True
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,MIDATL,JC,JC,3205.480,True
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,MIDATL,ME,ME,1956.095,True
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,WEST,ATSI,OE,10549.546,True
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,WEST,OVEC,OVEC,35.000,True
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,WEST,ATSI,PAPWR,700.859,True
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,MIDATL,PE,PE,5251.436,True
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,2911.166,False
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,MIDATL,PL,PLCO,5276.239,False
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,MIDATL,PN,PN,2173.211,True
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,MIDATL,PS,PS,5564.833,True
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,MIDATL,RECO,RECO,232.902,False
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,MIDATL,PEP,SMECO,487.370,True
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,MIDATL,PL,UGI,143.311,True
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RFC,MIDATL,AE,VMEU,87.700,True
8/9/2025 7:00:00 PM,8/9/2025 3:00:00 PM,RTO,RTO,RTO,RTO,120920.879,False
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,1405.093,False
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,WEST,AEP,AEPAPT,4979.091,True
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,WEST,AEP,AEPIMP,4569.671,True
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,WEST,AEP,AEPKPT,821.137,True
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,WEST,AEP,AEPOPT,10609.465,True
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,WEST,AP,AP,6963.637,True
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,MIDATL,BC,BC,4071.502,True
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,WEST,CE,CE,18627.734,True
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,WEST,DAY,DAY,2936.566,False
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,WEST,DEOK,DEOK,4569.366,False
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,SERC,SOUTH,DOM,DOM,17662.698,False
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,MIDATL,DPL,DPLCO,2586.632,False
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,WEST,DUQ,DUQ,2181.790,False
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,MIDATL,DPL,EASTON,34.606,True
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,SERC,WEST,EKPC,EKPC,2347.649,True
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,MIDATL,JC,JC,3456.191,True
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,MIDATL,ME,ME,2025.621,True
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,WEST,ATSI,OE,10660.739,True
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,WEST,OVEC,OVEC,40.000,True
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,WEST,ATSI,PAPWR,723.723,True
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,MIDATL,PE,PE,5403.187,True
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,3023.266,False
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,MIDATL,PL,PLCO,5444.903,False
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,MIDATL,PN,PN,2219.829,True
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,MIDATL,PS,PS,5956.734,True
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,MIDATL,RECO,RECO,245.626,False
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,MIDATL,PEP,SMECO,515.998,True
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,MIDATL,PL,UGI,149.869,True
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RFC,MIDATL,AE,VMEU,94.231,True
8/9/2025 8:00:00 PM,8/9/2025 4:00:00 PM,RTO,RTO,RTO,RTO,124326.554,False
8/9/2025 9:00:00 PM,8/9/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,1559.434,False
8/9/2025 9:00:00 PM,8/9/2025 5:00:00 PM,RFC,WEST,AEP,AEPAPT,4980.373,True
8/9/2025 9:00:00 PM,8/9/2025 5:00:00 PM,RFC,WEST,AEP,AEPIMP,4638.670,True
8/9/2025 9:00:00 PM,8/9/2025 5:00:00 PM,RFC,WEST,AEP,AEPKPT,823.485,True
